h_1171,theta_1171,h_1170,theta_1170,h_1168,theta_1168,h_1133,theta_1133
78.75,0.201589818,67.5,0.307321593,68.35,0.151156183,51.6,0.338937915
78.85,0.20131876,67.55,0.30707777,68.4,0.150829271,51.6,0.338745205
78.95,0.201047702,67.65,0.306764284,68.45,0.150543222,51.65,0.338591037
79.1,0.200776644,67.75,0.306485629,68.55,0.15021631,51.65,0.338359785
79.2,0.200505586,67.8,0.306172142,68.7,0.149807669,51.7,0.336239978
79.3,0.200195805,67.85,0.305893487,68.75,0.149562485,51.7,0.337897282
79.4,0.199924747,67.95,0.305614832,68.8,0.149194708,51.8,0.337704572
79.6,0.199614966,68.05,0.305301345,68.9,0.148867795,51.8,0.337550405
79.7,0.199305185,68.1,0.304987858,69,0.148540883,51.8,0.337319153
79.85,0.199034127,68.25,0.304709203,69.05,0.14821397,51.8,0.337126443
80,0.198724346,68.3,0.304500212,69.15,0.147887058,51.85,0.336895191
80.05,0.198453288,68.35,0.304221557,69.25,0.147601009,51.9,0.334813926
80.25,0.198143507,68.45,0.303942902,69.35,0.147233233,51.9,0.336548314
80.35,0.197872449,68.55,0.303664247,69.4,0.14690632,51.9,0.33627852
80.45,0.197601391,68.55,0.303385592,69.5,0.146620272,51.95,0.334197255
80.6,0.19729161,68.75,0.303106937,69.6,0.146293359,52,0.335893101
80.65,0.19698183,68.8,0.302828282,69.65,0.145966447,52,0.333773293
80.85,0.196749494,68.85,0.302549627,69.8,0.145680398,52.05,0.335469139
81,0.196439713,68.95,0.302270972,69.85,0.145353486,52.1,0.335237887
81.1,0.196168655,69.05,0.301992317,69.95,0.145026573,52.1,0.335045178
81.2,0.195897597,69.1,0.30167883,70.05,0.144699661,52.15,0.334813926
81.35,0.195626539,69.25,0.301469839,70.15,0.144413612,52.2,0.332617035
81.5,0.195316758,69.3,0.301121521,70.25,0.144045836,52.25,0.332385783
81.65,0.195006977,69.4,0.300877697,70.35,0.143759787,52.25,0.334120171
81.8,0.194735919,69.45,0.300633874,70.5,0.143392011,52.3,0.333888919
81.95,0.194387416,69.5,0.300355219,70.55,0.143146826,52.35,0.333619126
82.05,0.194077635,69.65,0.300111396,70.6,0.142860778,52.4,0.333426416
82.25,0.193806577,69.7,0.299797909,70.7,0.142493001,52.4,0.333195164
82.4,0.193496796,69.8,0.299519254,70.8,0.142206953,52.4,0.333002454
82.55,0.193187016,69.9,0.299275431,70.95,0.14188004,52.4,0.332732661
82.7,0.192838512,69.95,0.298996776,70.95,0.141553128,52.45,0.332462867
82.8,0.192567454,70.1,0.29868329,71.05,0.141226215,52.55,0.332270157
82.95,0.192218951,70.15,0.298404635,71.15,0.140899302,52.55,0.332038906
83.2,0.191947893,70.25,0.298056316,71.3,0.140531526,52.55,0.331769112
83.35,0.191638112,70.3,0.297812493,71.45,0.140204613,52.55,0.331576402
83.55,0.191328331,70.4,0.297533838,71.5,0.139836837,52.55,0.331306608
83.65,0.190979828,70.5,0.297220351,71.5,0.139550788,52.6,0.331075357
83.9,0.19070877,70.6,0.296941696,71.65,0.139183012,52.65,0.330882647
84,0.190398989,70.65,0.296663041,71.75,0.138896963,52.65,0.330651395
84.15,0.190050485,70.75,0.296349554,71.85,0.138570051,52.7,0.328454504
84.35,0.18981815,70.9,0.296105731,71.95,0.138243138,52.75,0.33015035
84.55,0.189469647,70.95,0.295792244,72.05,0.137875362,52.75,0.329880556
84.75,0.189159866,71.05,0.295478757,72.2,0.137589313,52.75,0.327722207
84.95,0.188850085,71.2,0.295130439,72.25,0.137180672,52.8,0.329379511
85.15,0.188540304,71.3,0.294886616,72.4,0.136772032,52.85,0.329109717
85.3,0.188191801,71.4,0.294538297,72.45,0.136485983,52.9,0.328878466
85.45,0.187920743,71.45,0.294294474,72.6,0.136159071,52.9,0.328608672
85.6,0.187649685,71.6,0.293980987,72.75,0.135791294,52.9,0.326373239
85.75,0.187339904,71.7,0.2936675,72.8,0.135505246,52.95,0.328069085
85.95,0.187107568,71.75,0.293388845,72.9,0.135137469,53,0.325910735
86.15,0.186759065,71.9,0.29311019,73.05,0.134769692,53,0.327568039
86.3,0.186449284,71.95,0.292761872,73.15,0.13444278,53.05,0.327336788
86.5,0.186178226,72.1,0.292448385,73.25,0.134115867,53.05,0.327028452
86.7,0.185829723,72.15,0.29216973,73.35,0.133748091,53.05,0.324831561
86.85,0.185597387,72.3,0.291891075,73.45,0.133421178,53.15,0.326488865
87.05,0.185210161,72.35,0.291542756,73.6,0.13313513,53.2,0.324330515
87.3,0.184939103,72.45,0.291298933,73.6,0.132767353,53.2,0.325987819
87.5,0.184629323,72.6,0.291020278,73.75,0.132440441,53.2,0.325718026
87.65,0.184358264,72.65,0.290741623,73.9,0.132113528,53.25,0.323559676
87.85,0.184087206,72.75,0.290462968,74,0.131745751,53.3,0.32521698
88.05,0.18369998,72.85,0.290149481,74,0.131418839,53.3,0.324985729
88.35,0.183428922,72.95,0.289905658,74.15,0.131091926,53.4,0.322788837
88.5,0.183119141,73.05,0.28955734,74.25,0.130765014,53.4,0.324484683
88.7,0.182770638,73.15,0.289313516,74.4,0.130438101,53.4,0.32224925
88.95,0.18249958,73.25,0.28900003,74.5,0.130111189,53.4,0.323945096
89.15,0.182228522,73.4,0.288686543,74.6,0.129743412,53.5,0.321786747
89.35,0.181880018,73.5,0.288407888,74.7,0.129457364,53.5,0.323405509
89.6,0.181647683,73.6,0.288094401,74.8,0.129048723,53.55,0.321285701
89.75,0.18129918,73.7,0.287815746,74.9,0.128762675,53.55,0.322904463
90.05,0.180989399,73.8,0.287537091,75.05,0.128394898,53.6,0.322673212
90.25,0.180757063,73.95,0.287188772,75.2,0.128067985,53.65,0.322403418
90.4,0.180369837,74,0.286944949,75.25,0.127700209,53.65,0.320245069
90.65,0.180060057,74.15,0.286666294,75.45,0.127373296,53.7,0.321863831
90.9,0.179788998,74.25,0.286352807,75.65,0.127046384,53.7,0.319666939
91.1,0.17951794,74.4,0.286074152,75.7,0.126719471,53.7,0.321401327
91.3,0.17920816,74.45,0.285795497,75.9,0.126392559,53.75,0.321131533
91.5,0.178898379,74.6,0.285482011,76,0.126065646,53.8,0.318934642
91.7,0.178627321,74.75,0.285168524,76.05,0.12569787,53.9,0.32066903
91.95,0.178278817,74.85,0.284924701,76.2,0.125370957,53.9,0.318472139
92.15,0.178046482,74.95,0.284576382,76.3,0.12500318,53.9,0.318240887
92.4,0.177736701,75.1,0.284332559,76.45,0.124717132,53.9,0.319936733
92.6,0.177504365,75.2,0.284053904,76.6,0.124349355,53.9,0.319666939
92.85,0.177194585,75.3,0.283670753,76.7,0.124022443,54,0.317431506
93.05,0.176923527,75.4,0.28342693,76.8,0.12369553,54.1,0.319165894
93.3,0.176536301,75.5,0.283148275,76.95,0.123368618,54.1,0.318973184
93.5,0.176265242,75.65,0.282834788,77.05,0.123041705,54.1,0.318741933
93.75,0.176032907,75.8,0.282521302,77.2,0.122673929,54.1,0.318433597
94,0.175761849,75.9,0.282277479,77.35,0.122428744,54.2,0.31631379
94.2,0.175490791,76.05,0.281998824,77.45,0.122020104,54.2,0.317932552
94.4,0.175142287,76.1,0.281720169,77.55,0.121734055,54.2,0.317739842
94.65,0.174832507,76.25,0.281441514,77.75,0.121488871,54.2,0.315504409
94.9,0.174522726,76.35,0.281197691,77.85,0.121039366,54.25,0.315388783
95.15,0.174367835,76.45,0.280884204,78.05,0.120753318,54.3,0.315118989
95.4,0.174019332,76.55,0.280640381,78.1,0.120426405,54.3,0.316699209
95.6,0.173670829,76.75,0.280361726,78.3,0.120140357,54.4,0.315697118
95.9,0.173438493,76.85,0.280083071,78.4,0.11977258,54.4,0.316159622
96.1,0.173167435,76.95,0.279839248,78.55,0.119486531,54.4,0.313962731
96.3,0.172896377,77.15,0.279490929,78.7,0.119159619,54.45,0.315658576
96.55,0.172586596,77.2,0.279212274,78.8,0.118832706,54.5,0.313384601
96.75,0.172315538,77.35,0.278968451,78.9,0.118505794,54.5,0.315118989
97.1,0.172005757,77.45,0.278689796,79,0.118178881,54.6,0.312883556
97.3,0.171773422,77.6,0.278411141,79.2,0.117851969,54.6,0.314656486
97.55,0.171463641,77.7,0.278132486,79.3,0.117606784,54.6,0.312498137
97.8,0.171192583,77.85,0.277853831,79.5,0.117279872,54.65,0.31415544
98.1,0.170921525,77.95,0.277575176,79.6,0.116871231,54.7,0.311920007
98.35,0.170650466,78.1,0.277296521,79.65,0.116585183,54.7,0.313615853
98.6,0.170340686,78.2,0.277017866,79.8,0.11625827,54.7,0.311418962
98.85,0.170030905,78.35,0.276704379,80,0.115931358,54.7,0.313076266
99.1,0.169759847,78.5,0.276460556,80.1,0.115645309,54.8,0.310956459
99.35,0.169488789,78.6,0.276181901,80.25,0.115359261,54.8,0.312652304
99.65,0.169179008,78.75,0.275903246,80.45,0.115032348,54.85,0.310455413
99.85,0.168946672,78.9,0.275624591,80.5,0.114623707,54.9,0.312151259
100.15,0.168675614,79,0.275311104,80.7,0.114337659,54.9,0.311881465
100.45,0.168365834,79.15,0.275102113,80.8,0.114010746,54.95,0.309684574
100.65,0.168094775,79.3,0.274823458,80.95,0.113683834,54.95,0.311418962
101,0.167823717,79.4,0.274544803,81.1,0.113397785,55,0.309183529
101.2,0.167591382,79.55,0.274335812,81.25,0.113111737,55.05,0.310879375
101.5,0.167242878,79.65,0.273987493,81.45,0.112784824,55.05,0.308682483
101.8,0.167049265,79.85,0.273708838,81.5,0.112457912,55.05,0.310416871
102.05,0.166700762,79.95,0.273465015,81.7,0.112171863,55.15,0.30821998
102.35,0.166468426,80.1,0.27318636,81.9,0.111844951,55.25,0.309954368
102.55,0.166197368,80.25,0.272942537,82,0.111518038,55.25,0.307757477
102.85,0.16592631,80.35,0.27262905,82.15,0.111150262,55.25,0.30941478
103.15,0.165693975,80.5,0.272350395,82.3,0.110905077,55.3,0.307256431
103.45,0.165461639,80.65,0.272106572,82.4,0.110578165,55.4,0.309029361
103.7,0.165151858,80.8,0.271758254,82.6,0.110251252,55.4,0.306871012
104,0.1648808,80.95,0.271549262,82.8,0.109883476,55.4,0.308528316
104.3,0.164648465,81.05,0.271305439,82.75,0.109597427,55.5,0.306408508
104.6,0.164338684,81.3,0.271026784,83.05,0.109311379,55.7,0.307217889
104.85,0.164106348,81.35,0.270748129,83.25,0.10902533,55.75,0.307718935
105.15,0.16383529,81.5,0.270504306,83.4,0.108657554,55.9,0.305599127
105.45,0.163525509,81.7,0.270155988,83.55,0.108371505,56,0.307333515
105.7,0.163254451,81.85,0.269912165,83.7,0.108085457,56,0.307102263
106.05,0.162983393,81.95,0.269703173,83.8,0.107799408,56,0.306909554
106.35,0.16278978,82.1,0.26945935,84,0.107472496,56.1,0.304751204
106.6,0.162479999,82.25,0.269111032,84.1,0.107145583,56.1,0.306524134
106.95,0.162208941,82.45,0.26890204,84.3,0.106859535,56.15,0.304365785
107.25,0.161937883,82.6,0.268623385,84.5,0.106532622,56.25,0.306100173
107.55,0.16158938,82.7,0.268379562,84.65,0.106287438,56.25,0.305907463
107.85,0.161434489,82.9,0.268100907,84.8,0.105919661,56.2,0.305676211
108.1,0.161163431,83,0.267857084,84.95,0.105633613,56.15,0.305406418
108.45,0.160853651,83.1,0.267578429,85.1,0.105347564,56.15,0.303248068
108.75,0.160660038,83.3,0.267334606,85.25,0.105020652,56.2,0.304905372
109,0.160388979,83.45,0.267090783,85.5,0.104734603,56.25,0.302824107
109.25,0.160117921,83.65,0.266777296,85.6,0.104366827,56.25,0.304519953
109.6,0.159885586,83.75,0.266533473,85.85,0.104080778,56.25,0.304288701
109.85,0.159614528,83.95,0.26628965,85.95,0.103753866,56.3,0.304095991
110.1,0.159382192,84.1,0.266010995,86.1,0.103549545,56.35,0.303826198
110.4,0.159149856,84.3,0.26573234,86.4,0.103222633,56.35,0.30170639
110.7,0.158878798,84.45,0.265488517,86.45,0.102936584,56.4,0.303402236
110.95,0.158723908,84.65,0.265209862,86.75,0.102609672,56.45,0.301243887
111.25,0.158414127,84.8,0.265000871,86.9,0.102323623,56.45,0.302939733
111.55,0.158181792,84.95,0.264757048,87.05,0.102037575,56.5,0.300819925
111.75,0.158026901,85.1,0.264548056,87.2,0.101751526,56.55,0.302438687
112.05,0.157755843,85.25,0.264269402,87.35,0.101424614,56.55,0.30031888
112.3,0.157523508,85.45,0.263990747,87.5,0.101179429,56.65,0.300049086
112.6,0.157252449,85.55,0.263781755,87.7,0.100893381,56.65,0.301744932
112.9,0.157020114,85.7,0.263572764,87.9,0.100648197,56.65,0.299625125
113.15,0.156865223,85.95,0.263294109,88.05,0.100362148,56.7,0.299355331
113.4,0.156594165,86.05,0.263050286,88.25,0.1000761,56.75,0.301012635
113.7,0.156400552,86.2,0.262771631,88.45,0.099790051,56.8,0.298815744
114,0.156090772,86.35,0.26256264,88.55,0.099504003,56.85,0.298584492
114.3,0.155897159,86.55,0.262353649,88.75,0.099217954,56.85,0.300280338
114.6,0.1556261,86.7,0.262144657,88.9,0.09897277,56.85,0.298121989
114.8,0.155432488,86.85,0.261900834,89.1,0.098686721,56.9,0.297890737
115.1,0.155200152,87.05,0.261657011,89.3,0.098482401,56.95,0.299586583
115.45,0.154929094,87.15,0.261413188,89.45,0.098155489,56.95,0.297428234
115.75,0.154735481,87.35,0.261239029,89.6,0.097910304,57,0.299085538
116.05,0.154464423,87.5,0.260995206,89.8,0.097624256,57.05,0.298892828
116.3,0.154232087,87.75,0.260751383,90,0.097379071,57.1,0.296773021
116.7,0.153961029,87.85,0.260472728,90.2,0.097093023,57.05,0.296503227
116.9,0.153728693,88.05,0.260228905,90.3,0.096847838,57.1,0.298237615
117.25,0.153496358,88.2,0.260019913,90.6,0.096520926,57.15,0.296040724
117.55,0.1532253,88.4,0.25977609,90.7,0.096234877,57.15,0.297775111
117.9,0.152954242,88.6,0.259532267,90.95,0.095948829,57.15,0.296850105
118.25,0.152721906,88.75,0.259288444,91.1,0.095703645,57.2,0.297312608
118.55,0.152450848,88.95,0.259044621,91.3,0.095376732,57.2,0.295269885
118.9,0.15217979,89.1,0.25883563,91.5,0.095131548,57.25,0.296850105
119.2,0.151908732,89.35,0.258556975,91.75,0.094804635,57.25,0.294691755
119.55,0.151637673,89.5,0.25827832,91.9,0.094559451,57.35,0.294460504
119.9,0.151366615,89.7,0.258069329,92.1,0.094232538,57.35,0.29419071
120.3,0.151095557,89.9,0.257790674,92.3,0.09394649,57.4,0.295886556
120.65,0.150824499,90.1,0.257512019,92.5,0.093660441,57.4,0.293689665
121,0.150514718,90.3,0.257303027,92.7,0.093374393,57.45,0.295424052
121.35,0.150204937,90.5,0.257024372,92.95,0.09304748,57.45,0.293227161
121.8,0.149895157,90.75,0.256745717,93.25,0.092720568,57.45,0.294961549
122.15,0.149624099,90.95,0.256501894,93.4,0.092434519,57.55,0.294691755
122.55,0.149314318,91.15,0.256223239,93.65,0.092148471,57.55,0.292533406
122.9,0.149004537,91.4,0.255909753,93.85,0.091780694,57.65,0.294229252
123.3,0.148694756,91.6,0.25566593,94.05,0.091453782,57.65,0.292070903
123.75,0.148384976,91.8,0.255352443,94.35,0.091167733,57.65,0.293766748
124.1,0.148113917,92.1,0.255038956,94.65,0.090799957,57.7,0.291608399
124.5,0.147804137,92.35,0.254725469,94.9,0.09043218,57.75,0.293304245
124.9,0.147533079,92.65,0.254446814,95.15,0.090064403,57.75,0.291107354
125.3,0.147300743,92.9,0.254098495,95.5,0.089696627,57.75,0.292841742
125.65,0.146990962,93.15,0.25381984,95.75,0.08932885,57.8,0.29064485
126.05,0.146681182,93.45,0.253471522,96.05,0.088961074,57.85,0.292340696
126.45,0.146448846,93.7,0.253158035,96.3,0.088634161,57.85,0.290182347
126.8,0.14621651,94,0.252844548,96.6,0.08822552,57.9,0.289912553
127.1,0.145984175,94.25,0.252531061,96.9,0.087857744,57.95,0.291569857
127.45,0.145713117,94.55,0.252217574,97.2,0.087530831,57.95,0.289411508
127.85,0.145480781,94.75,0.251904087,97.5,0.087163055,58,0.289180256
128.2,0.145209723,95.05,0.251625433,97.7,0.086795278,58,0.290876102
128.55,0.144977387,95.25,0.251346778,97.95,0.086468365,58.1,0.289874011
128.95,0.144706329,95.5,0.251102954,98.3,0.086100589,58.1,0.289681302
129.35,0.144435271,95.75,0.250754636,98.5,0.08581454,58.1,0.288178166
129.7,0.144202936,95.9,0.250580476,98.75,0.085528492,58.15,0.289180256
130.05,0.144009323,96.15,0.25026699,98.95,0.085160715,58.2,0.287715662
130.4,0.143738264,96.35,0.249953503,99.2,0.084833803,58.25,0.287484411
130.75,0.143505929,96.65,0.249674848,99.5,0.084588618,58.25,0.289218798
131.1,0.143273593,96.9,0.249396193,99.75,0.084261706,58.3,0.287021907
131.5,0.143041258,97.15,0.249117538,100.05,0.083893929,58.3,0.288679211
131.85,0.142808922,97.45,0.248873715,100.3,0.083567017,58.35,0.286559404
132.2,0.142576587,97.65,0.248560228,100.6,0.083240104,58.4,0.28825525
132.55,0.142382974,97.95,0.248281573,100.85,0.082954056,58.4,0.286058358
132.85,0.142150638,98.2,0.248072582,101.15,0.082627143,58.45,0.285827107
133.2,0.14187958,98.45,0.247793927,101.45,0.082259367,58.5,0.285634397
133.55,0.141647244,98.75,0.24748044,101.75,0.081973318,58.5,0.285364603
133.85,0.141492354,99.05,0.247236617,102.05,0.081646406,58.55,0.28509481
134.2,0.141298741,99.3,0.246957962,102.35,0.081319493,58.6,0.286829197
134.55,0.14098896,99.55,0.246679307,102.65,0.08099258,58.6,0.284593764
134.9,0.140872793,99.85,0.246470316,102.9,0.080706532,58.65,0.284362512
135.2,0.140601734,100.1,0.246156829,103.2,0.080420484,58.7,0.286058358
135.5,0.140446844,100.45,0.245878174,103.55,0.080052707,58.75,0.283822925
135.8,0.140214509,100.65,0.245634351,103.8,0.079766658,58.75,0.283668757
136.15,0.140020896,100.95,0.245390528,104.15,0.079439746,58.75,0.28332188
136.45,0.139866005,101.2,0.245111873,104.4,0.079153697,58.85,0.283052086
136.75,0.13963367,101.5,0.24486805,104.75,0.078785921,58.9,0.282820834
137.1,0.139362612,101.8,0.244624227,105.1,0.078581601,58.95,0.282551041
137.45,0.139246444,102.1,0.24431074,105.35,0.078213824,58.95,0.282319789
137.65,0.139014108,102.35,0.244032085,105.65,0.077927775,58.95,0.282088537
137.95,0.138781773,102.7,0.243823094,106,0.077600863,59,0.281780202
138.3,0.13858816,102.95,0.243544439,106.3,0.077314814,59.1,0.281703118
138.65,0.138433269,103.2,0.243335447,106.65,0.076987902,59.1,0.281317698
138.85,0.138239656,103.5,0.243056792,106.95,0.076701853,59.15,0.281086447
139.15,0.138084766,103.85,0.242778137,107.3,0.076415805,59.15,0.280816653
139.45,0.13785243,104.15,0.242499482,107.55,0.076088892,59.2,0.280585401
139.75,0.137658817,104.45,0.242220827,107.9,0.075802844,59.25,0.28035415
140,0.137465204,104.75,0.241977004,108.25,0.075435067,59.25,0.280084356
140.3,0.137349037,105.1,0.241733181,108.65,0.075149019,59.35,0.281047905
140.65,0.137155424,105.4,0.241489358,108.95,0.074781242,59.4,0.279660395
140.9,0.136961811,105.75,0.241245535,109.3,0.074536058,59.45,0.280546859
141.2,0.13680692,106.05,0.24096688,109.6,0.074209145,59.45,0.279120807
141.4,0.136613307,106.4,0.240688225,109.95,0.073923097,59.45,0.278851014
141.7,0.136419694,106.65,0.24040957,110.3,0.073637048,59.55,0.278619762
142,0.136303527,107,0.240165747,110.7,0.073310136,59.55,0.278349968
142.3,0.136226081,107.35,0.239921924,111.05,0.072983223,59.55,0.278080175
142.5,0.135955023,107.65,0.239643269,111.45,0.072697175,59.55,0.277926007
142.8,0.135838856,107.95,0.239399446,111.7,0.072411126,59.65,0.277656213
143.1,0.135683965,108.3,0.239155623,112.1,0.072084214,59.75,0.277347877
143.35,0.135490352,108.6,0.2389118,112.5,0.071757301,59.75,0.277078084
143.6,0.13545163,108.95,0.238667977,112.7,0.071471253,59.75,0.276962458
143.9,0.135180571,109.25,0.238424154,113.15,0.071185204,59.85,0.27661558
144.15,0.135025681,109.65,0.238145499,113.55,0.070899156,59.85,0.276345787
144.4,0.134870791,109.95,0.237901676,113.85,0.070653972,59.95,0.276114535
144.65,0.134754623,110.3,0.237623021,114.2,0.070327059,59.95,0.275883283
144.95,0.134638455,110.6,0.237414029,114.65,0.069959282,59.95,0.275690574
145.2,0.13440612,110.95,0.237135374,114.95,0.069673234,60,0.275382238
145.5,0.134251229,111.35,0.236926383,115.35,0.06942805,60.1,0.275112444
145.7,0.134212507,111.65,0.23668256,115.75,0.069142001,60.1,0.274842651
145.9,0.134018894,112,0.236403905,116.1,0.068896817,60.1,0.274572857
146.2,0.133902726,112.35,0.236194914,116.45,0.068569904,60.2,0.274303063
146.5,0.133825281,112.7,0.235951091,116.75,0.068242992,60.25,0.27403327
146.75,0.13367039,113.05,0.2357421,117.15,0.067956943,60.25,0.273802018
147,0.133438055,113.4,0.235428613,117.55,0.067711759,60.35,0.273570766
147.2,0.133399332,113.75,0.23518479,117.9,0.06742571,60.4,0.273262431
147.5,0.133244442,114.1,0.234975798,118.3,0.067139662,60.45,0.273069721
147.75,0.133089551,114.4,0.234731975,118.65,0.066853613,60.45,0.272761385
148,0.133012106,114.8,0.234522984,119.1,0.066567565,60.5,0.272530134
148.3,0.132934661,115.15,0.234313993,119.4,0.066281516,60.55,0.273493682
148.55,0.132741048,115.55,0.23407017,119.9,0.066036332,60.6,0.272029088
148.8,0.13262488,115.9,0.233826347,120.2,0.065750284,60.6,0.271797837
149.1,0.132508713,116.25,0.233617355,120.65,0.065505099,60.7,0.271566585
149.3,0.132353822,116.65,0.233373532,121.05,0.065178187,60.75,0.271335333
149.6,0.132276377,117,0.233199373,121.4,0.064892138,60.75,0.271104081
149.8,0.132198932,117.3,0.232885886,121.75,0.064687818,60.85,0.270834288
150.05,0.132005319,117.7,0.232676895,122.25,0.064360905,60.9,0.270603036
150.3,0.131889151,118.1,0.232433072,122.65,0.064115721,60.95,0.270448868
150.55,0.131734261,118.45,0.232258913,123,0.063829672,60.95,0.270179075
150.75,0.131656816,118.85,0.231945426,123.45,0.063543624,61,0.271181165
151,0.13157937,119.2,0.231771266,123.8,0.06329844,61.05,0.269716571
151.25,0.131463203,119.55,0.231562275,124.2,0.063012391,61.1,0.269523861
151.5,0.131308312,120,0.231353284,124.65,0.062767207,61.25,0.26929261
151.75,0.131192144,120.35,0.231109461,125,0.062440294,61.45,0.2690999
151.95,0.131114699,120.75,0.23090047,125.45,0.06219511,61.4,0.268830106
152.2,0.131037254,121.15,0.230656646,125.85,0.061990789,61.4,0.268675939
152.4,0.130882364,121.5,0.230447655,126.25,0.061663877,61.45,0.268483229
152.65,0.130804918,121.9,0.230203832,126.65,0.061418692,61.45,0.268290519
152.85,0.130688751,122.3,0.229994841,127.1,0.061214372,61.5,0.267982183
153.1,0.13053386,122.7,0.22978585,127.55,0.06088746,61.55,0.267789474
153.45,0.130417693,123.1,0.229576858,127.9,0.060642275,61.55,0.26771239
153.65,0.130301525,123.45,0.229333035,128.3,0.060356227,61.6,0.267288428
153.85,0.130185357,123.85,0.229158876,128.75,0.060111042,61.65,0.267057177
154,0.130069189,124.3,0.228949885,129.1,0.059865858,61.7,0.266825925
154.25,0.130030467,124.6,0.228775725,129.6,0.059620674,61.75,0.266594673
154.4,0.129875576,125,0.228566734,129.95,0.059375489,61.8,0.26632488
154.65,0.129759408,125.35,0.228322911,130.4,0.059130305,61.85,0.26613217
154.9,0.129643241,125.75,0.228183584,130.8,0.058925984,61.9,0.265900918
155.05,0.129527073,126.2,0.227974592,131.3,0.058639936,61.9,0.265708208
155.25,0.129449628,126.65,0.227800433,131.85,0.058435616,61.95,0.265438415
155.45,0.12933346,127.05,0.22755661,132.2,0.058190431,62,0.265207163
155.7,0.129256015,127.35,0.227382451,132.45,0.057986111,62.1,0.264937369
155.85,0.129139847,127.7,0.227138628,132.85,0.057740926,62.15,0.264706118
156.05,0.129023679,128.05,0.2269993,133.2,0.057454878,62.2,0.264513408
156.25,0.128946234,128.4,0.226755477,133.8,0.057250558,62.2,0.264282156
156.45,0.128791344,128.85,0.226546486,134.15,0.056964509,62.3,0.264050904
156.65,0.128675176,129.2,0.226337495,134.6,0.056760189,62.35,0.263819653
156.8,0.128559008,129.6,0.226163335,134.95,0.056515004,62.4,0.263511317
157.05,0.128481563,130.05,0.225989176,135.35,0.05626982,62.4,0.263357149
157.15,0.128365395,130.35,0.225745353,135.8,0.056024636,62.5,0.263010272
157.3,0.128249227,130.85,0.225571193,136.25,0.055820315,62.5,0.262856104
157.45,0.128210505,131.25,0.22532737,136.65,0.055534267,62.6,0.262624852
157.6,0.128094337,131.65,0.225153211,137.05,0.055289082,62.6,0.262355059
157.75,0.128016892,132.05,0.22494422,137.45,0.055043898,62.7,0.262085265
157.85,0.127939447,132.5,0.224735228,137.95,0.05475785,62.7,0.261854013
158.05,0.127823279,132.95,0.224526237,138.45,0.054553529,62.8,0.262856104
158.15,0.127707111,133.45,0.224282414,138.95,0.054308345,62.8,0.26139151
158.3,0.127668388,133.9,0.224108255,139.4,0.05406316,62.85,0.261160258
158.5,0.127590943,134.25,0.223968927,139.85,0.053817976,62.9,0.262162349
158.7,0.127436053,134.75,0.223725104,140.3,0.053572792,62.9,0.260736297
158.9,0.127319885,135.15,0.223585777,140.65,0.053409335,62.95,0.260505045
159.1,0.127203717,135.5,0.223376786,141.1,0.053123287,63.05,0.260196709
159.4,0.12708755,135.9,0.223167794,141.45,0.052918967,63.1,0.260004
159.6,0.126893937,136.3,0.223063299,141.8,0.052714646,63.1,0.259695664
159.85,0.126777769,136.65,0.222819476,142.15,0.052510326,63.2,0.259580038
160.05,0.126622878,137.05,0.222645316,142.6,0.052224277,63.2,0.259348786
160.3,0.126506711,137.45,0.222436325,142.85,0.052060821,63.2,0.259040451
160.55,0.126390543,137.8,0.222296998,143.25,0.051815637,63.25,0.258886283
160.8,0.126235653,138.2,0.222122838,143.65,0.051570452,63.3,0.258616489
161.05,0.126119485,138.7,0.221879015,143.95,0.051284404,63.35,0.258346696
161.25,0.125964594,139.1,0.221670024,144.3,0.051039219,63.4,0.259348786
161.5,0.125887149,139.5,0.221426201,144.7,0.050794035,63.45,0.257922734
161.75,0.125770981,140.05,0.221182378,145.05,0.050467123,63.5,0.257730025
161.9,0.125693536,140.55,0.220938555,145.45,0.050181074,63.5,0.257460231
162.2,0.125538646,141.1,0.2206599,145.9,0.049854162,63.55,0.257190437
162.45,0.125461201,141.65,0.220381245,146.35,0.049568113,63.6,0.257036269
162.65,0.125345033,142.2,0.220137422,146.85,0.049282065,63.65,0.256766476
162.85,0.125228865,142.75,0.21992843,147.2,0.048955152,63.7,0.256535224
163.1,0.125112697,143.35,0.219649775,147.75,0.048669104,63.7,0.256342514
163.4,0.12499653,143.9,0.219405952,148.1,0.048342191,63.75,0.256034179
163.7,0.124919084,144.5,0.219196961,148.65,0.048097007,63.8,0.255841469
164,0.124802917,145.05,0.21898797,149.15,0.047810958,63.85,0.255648759
164.2,0.124725471,145.55,0.218778979,149.45,0.047565774,63.9,0.255378966
164.55,0.124648026,146.05,0.218569987,149.85,0.047320589,63.95,0.25507063
164.8,0.124531858,146.55,0.218360996,150.3,0.047034541,64,0.254839378
165.1,0.124454413,147.1,0.218117173,150.7,0.046748492,64.05,0.254646668
165.35,0.124376968,147.55,0.217908182,151.05,0.046544172,64.1,0.254415417
165.6,0.1242608,148.05,0.217699191,151.45,0.046258124,64.1,0.254184165
165.85,0.124183355,148.5,0.217525031,151.8,0.046012939,64.15,0.253914371
166.05,0.12410591,149,0.21731604,152.15,0.045767755,64.2,0.25368312
166.35,0.123989742,149.5,0.217141881,152.55,0.045563435,64.3,0.253528952
