h_1171,theta_1171,h_1170,theta_1170,h_1168,theta_1168,h_1133,theta_1133
166.6,0.123912297,150.05,0.216967721,152.95,0.04531825,64.3,0.253220616
166.8,0.123796129,150.5,0.21675873,153.4,0.045073066,64.4,0.252950823
167.05,0.123718684,151,0.216584571,153.8,0.044909609,64.4,0.252681029
167.3,0.123641239,151.5,0.21637558,154.2,0.044664425,64.45,0.252449777
167.55,0.123525071,152,0.216236252,154.65,0.044460105,64.6,0.252179984
167.8,0.123486348,152.5,0.216062093,155,0.04421492,64.6,0.251948732
168.05,0.123408903,152.95,0.215887933,155.4,0.0440106,64.6,0.251756022
168.3,0.123331458,153.4,0.215678942,155.75,0.04380628,64.65,0.251447687
168.5,0.12321529,153.85,0.215539615,156.1,0.043601959,64.7,0.251216435
168.8,0.123137845,154.35,0.215365455,156.6,0.043356775,64.75,0.251023725
168.95,0.123021677,154.75,0.215226128,156.85,0.043193319,64.8,0.250676848
169.3,0.122982955,155.15,0.215017137,157.25,0.042988998,64.85,0.250484138
169.5,0.122866787,155.6,0.214877809,157.65,0.042784678,64.85,0.250252886
169.75,0.122828064,156.15,0.214738482,157.9,0.042580358,64.95,0.250021634
170,0.122750619,156.55,0.21452949,158.25,0.042457765,65,0.249790383
170.2,0.122595729,157,0.214424995,158.6,0.042212581,65.1,0.249520589
170.45,0.122557006,157.45,0.214216004,158.95,0.042049125,65.15,0.249250795
170.7,0.122440838,157.85,0.214111508,159.35,0.041885669,65.1,0.249019544
170.95,0.122402116,158.3,0.213902517,159.6,0.041681348,65.2,0.248826834
171.2,0.122324671,158.7,0.213763189,159.95,0.041477028,65.25,0.24855704
171.4,0.122208503,159.15,0.213623862,160.25,0.041313572,65.3,0.248287247
171.7,0.122208503,159.55,0.213449702,160.65,0.041068387,65.35,0.248017453
171.9,0.122092335,159.9,0.213310375,160.95,0.040945795,65.4,0.247786201
172.1,0.12201489,160.4,0.213136216,161.25,0.040782339,65.45,0.24755495
172.4,0.121976167,160.75,0.21303172,161.55,0.040578018,65.55,0.247285156
172.65,0.12186,161.15,0.212857561,161.85,0.040414562,65.55,0.247015362
172.85,0.12186,161.55,0.212718233,162.2,0.040251106,65.6,0.246784111
173.05,0.121666387,161.95,0.212613738,162.45,0.040128514,65.65,0.246475775
173.35,0.121666387,162.35,0.212439578,162.8,0.039924193,65.7,0.246244523
173.55,0.121588941,162.7,0.212300251,163.1,0.039801601,65.75,0.24597473
173.8,0.121511496,163.1,0.212160923,163.45,0.039638145,65.8,0.245743478
174,0.121434051,163.55,0.212021596,163.75,0.039433824,65.85,0.245512226
174.2,0.121395328,163.9,0.211882268,164,0.039270368,65.95,0.245242433
174.5,0.121279161,164.25,0.211742941,164.3,0.039147776,65.95,0.244972639
174.7,0.121201715,164.65,0.211673277,164.6,0.03898432,66.05,0.244741387
174.85,0.121201715,165.1,0.211499118,164.9,0.038861728,66.05,0.244510135
175.15,0.121046825,165.45,0.21135979,165.15,0.038698271,66.15,0.244278884
175.35,0.121008103,165.85,0.211255295,165.5,0.038534815,66.15,0.243970548
175.65,0.120930657,166.2,0.211115967,165.75,0.038412223,66.25,0.24381638
175.8,0.120853212,166.6,0.211011472,166,0.038289631,66.25,0.243469503
176,0.12081449,166.9,0.210872144,166.35,0.038126174,66.4,0.243238251
176.3,0.120698322,167.3,0.210697985,166.6,0.038003582,66.4,0.242968457
176.5,0.120620877,167.65,0.210663153,166.8,0.03788099,66.5,0.242660122
176.75,0.120543431,168,0.210523825,167.05,0.03767667,66.55,0.242583038
177,0.120504709,168.35,0.210384498,167.4,0.037594941,66.65,0.2442018
177.2,0.120427264,168.7,0.210280002,167.6,0.037431485,66.65,0.241927825
177.45,0.120388541,169.05,0.210175507,167.9,0.037349757,66.7,0.243623671
177.65,0.120233651,169.4,0.210036179,168.15,0.037227165,66.75,0.241426779
177.9,0.120233651,169.75,0.209896852,168.35,0.037063709,66.85,0.243084083
178.1,0.120117483,170.15,0.209792356,168.65,0.036941116,66.9,0.24084865
178.3,0.12007876,170.45,0.209722692,168.9,0.036818524,67,0.242544496
178.5,0.120001315,170.8,0.209548533,169.2,0.036695932,67.1,0.240270521
178.75,0.119962593,171.1,0.209409205,169.4,0.036532476,67.15,0.242004909
179,0.11992387,171.45,0.209374374,169.65,0.036369019,67.2,0.239808017
179.15,0.119807702,171.8,0.209235046,169.85,0.036369019,67.25,0.241465321
179.45,0.119730257,172.2,0.209095719,170.1,0.036205563,67.35,0.241195528
179.65,0.119691534,172.55,0.208991223,170.35,0.036042107,67.45,0.240964276
179.8,0.119614089,172.8,0.208851896,170.55,0.035960379,67.5,0.24065594
180.05,0.119536644,173.15,0.208782232,170.8,0.035837787,67.6,0.240424689
180.25,0.119420476,173.45,0.208642904,171,0.035756058,67.65,0.240193437
180.55,0.119459199,173.8,0.208538409,171.25,0.035551738,67.65,0.239885101
180.75,0.119343031,174.15,0.208399081,171.45,0.035429146,67.75,0.23965385
181,0.119226863,174.45,0.208329417,171.65,0.035388282,67.85,0.239345514
181.2,0.119149418,174.8,0.20819009,171.95,0.03526569,67.9,0.239152804
181.4,0.119071973,175.15,0.208120426,172.15,0.035061369,67.95,0.238844469
181.65,0.11903325,175.45,0.207981099,172.4,0.035061369,68.1,0.238613217
181.85,0.118955805,175.75,0.207911435,172.65,0.034897913,68.15,0.238343423
182.05,0.11887836,176.15,0.207806939,172.85,0.034775321,68.35,0.238112172
182.3,0.118800915,176.4,0.207702444,173.1,0.034652729,68.35,0.237842378
182.55,0.118762192,176.75,0.207563116,173.35,0.034530136,68.45,0.237572584
182.65,0.118684747,177.05,0.207493453,173.5,0.034448408,68.55,0.237264249
182.9,0.118607302,177.4,0.207388957,173.85,0.034284952,68.65,0.236994455
183.15,0.118646024,177.75,0.20724963,174.1,0.034203224,68.75,0.236724661
183.3,0.118529857,178,0.207214798,174.3,0.034121496,68.85,0.236454868
183.55,0.118491134,178.35,0.20707547,174.55,0.033998904,68.9,0.236185074
183.75,0.118413689,178.65,0.206970975,174.85,0.033835447,69,0.23591528
183.95,0.118336244,179,0.206901311,175,0.033753719,69.1,0.235645487
184.15,0.118258798,179.25,0.206796815,175.3,0.033671991,69.2,0.235375693
184.35,0.118220076,179.6,0.206657488,175.55,0.033508535,69.25,0.235105899
184.45,0.118142631,179.95,0.206622656,175.75,0.033467671,69.35,0.234797564
184.7,0.118065185,180.2,0.20651816,175.95,0.033304214,69.45,0.23452777
184.85,0.118065185,180.55,0.206413665,176.25,0.03326335,69.55,0.234257977
185.05,0.117949018,180.85,0.206274337,176.45,0.033140758,69.6,0.233949641
185.3,0.117910295,181.15,0.206204673,176.7,0.033018166,69.65,0.233718389
185.45,0.11783285,181.45,0.206100178,176.9,0.032895574,69.75,0.233410054
185.55,0.117755405,181.75,0.206030514,177.15,0.03285471,69.85,0.23314026
185.8,0.117716682,182.1,0.205926018,177.45,0.032772982,69.95,0.232831924
185.95,0.11767796,182.35,0.205856355,177.7,0.032650389,70.05,0.232600673
186.2,0.117600514,182.65,0.205786691,177.9,0.032568661,70.1,0.232292337
186.35,0.117561792,182.95,0.205682195,178.15,0.032446069,70.2,0.231984001
186.5,0.117445624,183.25,0.205612532,178.35,0.032282613,70.3,0.23175275
186.6,0.117406901,183.55,0.205508036,178.65,0.032241749,70.4,0.231405872
186.8,0.117329456,183.85,0.205438372,178.85,0.032200885,70.45,0.231097537
186.95,0.117290734,184.15,0.205333877,179.1,0.032078292,70.6,0.230827743
187.1,0.117135843,184.4,0.205264213,179.3,0.032037428,70.65,0.230480865
187.25,0.117097121,184.7,0.205124885,179.6,0.031873972,70.75,0.23017253
187.4,0.117019675,185.05,0.205090054,179.75,0.031792244,70.8,0.229902736
187.55,0.116980953,185.35,0.204985558,180.1,0.031710516,70.9,0.229594401
187.75,0.116903508,185.7,0.204881062,180.3,0.031628788,71,0.229247523
187.9,0.11678734,185.95,0.204776567,180.55,0.031506196,71.1,0.228939187
188.05,0.116748617,186.3,0.204706903,180.8,0.031383603,71.25,0.228630852
188.2,0.11663245,186.55,0.204602407,181,0.031301875,71.3,0.228283974
188.35,0.116555004,186.85,0.204532744,181.1,0.031179283,71.35,0.227975639
188.55,0.116477559,187.1,0.204428248,181.4,0.031056691,71.45,0.227705845
188.7,0.116400114,187.45,0.204323752,181.6,0.030974963,71.6,0.227397509
188.85,0.116322669,187.7,0.204254089,181.8,0.030893235,71.6,0.227089174
189.05,0.116206501,188,0.204114761,182.1,0.030729778,71.75,0.22681938
189.2,0.116129056,188.3,0.204010266,182.25,0.030607186,71.8,0.226472502
189.4,0.116051611,188.55,0.20390577,182.45,0.030525458,71.9,0.226202709
189.6,0.115935443,188.85,0.203836106,182.65,0.030402866,72,0.225894373
189.8,0.11589672,189.15,0.203696779,182.85,0.030280274,72.05,0.225547496
190,0.115819275,189.4,0.203592283,183,0.030198545,72.15,0.225277702
190.15,0.11574183,189.7,0.203487787,183.25,0.030075953,72.3,0.225007908
190.35,0.115664385,189.9,0.203418124,183.45,0.029994225,72.35,0.224699573
190.6,0.11558694,190.15,0.203278796,183.7,0.029830769,72.45,0.224429779
190.75,0.115470772,190.5,0.203174301,183.9,0.029749041,72.5,0.224121444
191,0.115393327,190.8,0.203069805,184.1,0.029585584,72.6,0.223736024
191.15,0.115238436,191.1,0.202965309,184.3,0.029462992,72.7,0.223389146
191.4,0.115199714,191.35,0.202860814,184.55,0.029381264,72.8,0.223119353
191.65,0.115122268,191.65,0.202756318,184.8,0.029258672,72.9,0.222849559
191.8,0.115006101,191.95,0.202651823,185,0.02913608,73,0.222541224
192.05,0.114967378,192.25,0.202582159,185.25,0.029013487,73.1,0.222194346
192.2,0.114889933,192.55,0.202477663,185.5,0.028890895,73.2,0.221847468
192.45,0.114773765,192.9,0.202338336,185.7,0.028768303,73.25,0.221577675
192.65,0.114735042,193.15,0.20223384,186,0.028645711,73.3,0.221192255
192.8,0.114618875,193.5,0.202094513,186.3,0.028523119,73.45,0.220845378
193,0.11454143,193.9,0.202024849,186.5,0.028400526,73.5,0.220537042
193.35,0.114425262,194.15,0.201920353,186.75,0.028277934,73.65,0.220267248
193.4,0.114425262,194.5,0.201781026,187,0.028155342,73.7,0.219920371
193.65,0.114309094,194.85,0.201711362,187.2,0.028073614,73.8,0.219650577
193.9,0.114231649,195.2,0.201641698,187.55,0.027951022,73.9,0.219342242
194.3,0.114154204,195.45,0.201502371,187.8,0.02782843,74,0.219033906
194.6,0.114076758,195.8,0.201397875,188,0.027746701,74.1,0.218764112
194.85,0.114038036,196.1,0.201258548,188.25,0.027624109,74.2,0.218494319
195.15,0.113883145,196.45,0.201223716,188.5,0.027460653,74.2,0.218185983
195.5,0.113883145,196.75,0.201084388,189.05,0.027378925,74.3,0.217877647
195.8,0.1138057,197.05,0.200979893,189.3,0.027256333,74.5,0.217607854
196.2,0.113689532,197.3,0.200945061,189.45,0.027215469,74.5,0.217376602
196.5,0.113573365,197.6,0.200840565,189.85,0.027092876,74.65,0.217029725
196.85,0.113573365,197.95,0.20073607,190.05,0.026970284,74.7,0.216759931
197.2,0.113457197,198.25,0.200631574,190.2,0.026847692,74.8,0.216490137
197.55,0.113418474,198.65,0.200492247,190.55,0.0267251,74.9,0.216181802
197.9,0.113341029,198.95,0.200422583,190.8,0.026643372,75,0.215873466
198.25,0.113263584,199.25,0.200352919,191.05,0.026520779,75.1,0.21556513
198.65,0.113224861,199.7,0.200248424,191.3,0.026479915,75.2,0.215295337
198.95,0.113147416,200.1,0.200143928,191.7,0.026316459,75.3,0.214987001
199.25,0.113069971,200.45,0.200074264,192,0.026234731,75.35,0.214678666
199.6,0.112992526,200.8,0.199934937,192.35,0.026153003,75.5,0.21437033
199.9,0.112953803,201.25,0.199900105,192.65,0.025989547,75.55,0.214100536
200.2,0.112798913,201.65,0.199760777,192.95,0.025907818,75.7,0.213753659
200.6,0.11276019,202.05,0.199691114,193.35,0.025785226,75.85,0.213483865
200.85,0.112682745,202.45,0.19962145,193.6,0.025744362,75.9,0.213175529
201.15,0.1126053,202.85,0.199516954,194,0.02562177,76.05,0.212944278
201.5,0.112566577,203.2,0.199412459,194.75,0.025499178,76.15,0.212635942
201.85,0.112489132,203.65,0.199342795,195,0.025458314,76.2,0.212366149
202.15,0.112411687,204,0.199273131,195.3,0.025335721,76.35,0.212019271
202.5,0.112334242,204.35,0.199203467,195.7,0.025253993,76.45,0.211788019
202.75,0.112295519,204.75,0.199098972,196.05,0.025131401,76.55,0.211479684
203.05,0.112256797,205.1,0.19906414,196.4,0.025090537,76.65,0.211171348
203.35,0.112140629,205.5,0.198959644,196.7,0.024967945,76.75,0.210901554
203.65,0.112140629,205.85,0.198855149,197,0.024886217,76.85,0.210631761
204,0.112024461,206.3,0.198750653,197.35,0.024804489,77.05,0.210361967
204.2,0.112024461,206.6,0.198715821,197.65,0.02472276,77.05,0.210053631
204.5,0.111947016,207,0.198611326,198,0.024600168,77.25,0.209783838
204.85,0.111830848,207.35,0.198541662,198.3,0.02451844,77.35,0.209514044
205.15,0.111792125,207.75,0.198471998,198.6,0.024477576,77.4,0.209205709
205.45,0.111792125,208.05,0.198367503,198.95,0.024354984,77.55,0.208935915
205.8,0.111675958,208.4,0.198297839,199.3,0.024273256,77.65,0.208666121
206.1,0.111637235,208.8,0.198297839,199.65,0.024191528,77.75,0.208357786
206.35,0.11155979,209.1,0.198158511,200,0.024068935,77.85,0.208087992
206.7,0.111482345,209.45,0.198123679,200.35,0.024028071,78.05,0.20785674
206.9,0.111443622,209.85,0.198019184,200.6,0.023946343,78.05,0.207586947
207.2,0.111366177,210.2,0.197984352,200.95,0.023905479,78.2,0.207278611
207.55,0.111327454,210.55,0.197914688,201.25,0.023823751,78.35,0.207008817
207.8,0.111250009,210.85,0.197810193,201.55,0.023701159,78.45,0.206739024
208,0.111211287,211.25,0.197740529,201.9,0.023619431,78.55,0.206430688
208.25,0.111172564,211.6,0.197670865,202.2,0.023537702,78.65,0.206199436
208.65,0.111095119,212,0.19756637,202.55,0.023496838,78.75,0.205929643
208.95,0.111017674,212.3,0.197531538,202.85,0.023333382,78.9,0.205582765
209.25,0.111017674,212.7,0.197496706,203.2,0.023333382,79,0.205351513
209.45,0.110901506,213.05,0.19739221,203.5,0.02321079,79.15,0.205043178
209.8,0.110862783,213.35,0.197357378,203.8,0.023129062,79.25,0.204811926
210.1,0.110785338,213.75,0.197252883,204.15,0.023088198,79.4,0.204503591
210.35,0.11066917,214.1,0.197218051,204.45,0.02300647,79.45,0.204233797
210.6,0.11066917,214.4,0.197113555,204.75,0.022883877,79.6,0.203964003
210.95,0.110630448,214.8,0.197078723,205.05,0.022843013,79.7,0.203655668
211.25,0.110553002,215.15,0.19700906,205.4,0.022720421,79.85,0.203462958
211.5,0.110475557,215.5,0.196939396,205.7,0.022761285,79.95,0.203154622
211.75,0.110475557,215.85,0.196869732,206,0.022638693,80.1,0.202884829
212.1,0.110398112,216.2,0.196765236,206.3,0.022556965,80.15,0.202615035
212.4,0.110320667,216.55,0.196730405,206.65,0.022516101,80.3,0.202345241
212.6,0.110281944,216.85,0.196660741,207.4,0.022393509,80.4,0.20211399
212.9,0.110281944,217.15,0.196556245,207.7,0.022352645,80.5,0.201844196
213.2,0.110165777,217.5,0.196521413,208.05,0.022230052,80.6,0.201574402
213.5,0.110127054,217.85,0.196486582,208.35,0.022189188,80.7,0.201343151
213.75,0.110088331,218.15,0.196416918,208.65,0.02210746,80.85,0.201073357
214.05,0.110010886,218.5,0.196382086,208.95,0.022025732,80.95,0.200765021
214.35,0.109972164,218.85,0.196312422,209.25,0.02190314,81.1,0.20053377
214.65,0.109933441,219.15,0.196207927,209.6,0.021862276,81.2,0.200302518
214.9,0.109855996,219.5,0.196173095,209.9,0.021821412,81.25,0.200071266
215.2,0.109739828,219.8,0.196103431,210.15,0.021739684,81.45,0.199724389
215.5,0.109739828,220.2,0.196033767,210.55,0.021657955,81.55,0.199570221
215.8,0.109701105,220.5,0.195964103,210.85,0.021617091,81.7,0.199261885
216.1,0.10962366,220.85,0.19589444,211.15,0.021535363,81.85,0.199030634
216.35,0.109662383,221.15,0.195859608,211.5,0.021453635,81.95,0.198722298
216.65,0.109507492,221.55,0.195789944,211.8,0.021371907,82.05,0.198491046
216.95,0.10946877,221.85,0.19572028,212.1,0.021290179,82.2,0.198259795
217.25,0.109430047,222.15,0.195685448,212.55,0.021208451,82.35,0.197990001
217.5,0.109352602,222.5,0.195615785,212.8,0.021208451,82.45,0.197720207
217.75,0.109313879,222.85,0.195580953,213,0.021126723,82.6,0.197488956
218.05,0.109275157,223.15,0.195476457,213.4,0.021044994,82.75,0.197219162
218.35,0.109275157,223.5,0.195406794,213.75,0.02100413,82.85,0.19698791
218.7,0.109158989,223.9,0.195371962,214.1,0.020922402,82.95,0.196718117
219,0.109120267,224.2,0.19533713,214.4,0.020881538,83.1,0.196486865
219.3,0.109081544,224.45,0.195267466,214.7,0.020758946,83.25,0.196217071
219.6,0.109081544,224.8,0.195197802,215.05,0.020718082,83.4,0.196024361
219.9,0.109004099,225.15,0.19516297,215.35,0.020636354,83.55,0.195716026
220.15,0.108965376,225.45,0.195093307,215.7,0.020554626,83.65,0.195484774
220.45,0.108965376,225.85,0.195023643,216.05,0.020554626,83.75,0.19521498
220.7,0.108887931,226.15,0.194988811,216.35,0.020432033,83.9,0.194945187
220.95,0.108849208,226.5,0.194919147,216.7,0.020432033,84.1,0.194713935
221.2,0.108733041,226.8,0.194849484,217.05,0.020350305,84.15,0.194482683
221.45,0.108733041,227.2,0.194814652,217.4,0.020309441,84.35,0.194174348
221.75,0.108733041,227.55,0.19477982,217.7,0.020227713,84.45,0.193981638
221.9,0.108616873,227.9,0.194710156,218.05,0.020145985,84.6,0.193711844
222.15,0.10857815,228.25,0.194675324,218.45,0.020064257,84.75,0.193442051
222.35,0.108539428,228.55,0.194605661,218.75,0.020023393,84.9,0.193172257
222.65,0.108500705,228.9,0.194570829,219.05,0.019900801,85.05,0.192941005
222.9,0.108461982,229.3,0.194535997,219.4,0.019941665,85.2,0.192671212
223.05,0.108384537,229.55,0.194466333,219.7,0.019859936,85.35,0.192401418
223.3,0.108307092,229.9,0.194396669,220,0.019819072,85.5,0.192131624
223.5,0.108307092,230.2,0.194361837,220.2,0.019737344,85.6,0.191900373
223.75,0.108229647,230.55,0.194292174,220.5,0.019655616,85.8,0.191630579
223.9,0.108190924,230.85,0.194292174,220.8,0.019614752,85.95,0.191360785
224.2,0.108190924,231.15,0.19422251,221.05,0.019573888,86.05,0.19105245
224.45,0.108113479,231.5,0.194152846,221.4,0.019533024,86.25,0.190821198
224.6,0.108113479,231.7,0.194083182,221.65,0.019410432,86.45,0.190551404
224.8,0.107997311,232,0.194048351,221.9,0.019369568,86.55,0.190397237
225.05,0.107919866,232.35,0.193978687,222.2,0.019328704,86.75,0.190011817
225.2,0.107919866,232.65,0.193978687,222.4,0.019246975,86.9,0.189742023
225.5,0.107842421,232.95,0.193909023,222.65,0.019165247,87.05,0.189433688
225.75,0.107764976,233.2,0.193874191,222.9,0.019124383,87.25,0.189202436
225.95,0.107764976,233.5,0.193839359,223.2,0.019042655,87.45,0.188932642
225.8,0.107726253,233.75,0.193734864,223.55,0.019001791,87.55,0.188701391
226.35,0.107648808,234.1,0.193700032,223.75,0.018960927,87.75,0.188354513
226.65,0.107610085,234.35,0.1936652,224.1,0.018879199,87.85,0.188123262
226.9,0.107571363,234.65,0.193560704,224.35,0.018838335,88.05,0.18789201
227.2,0.107493918,234.9,0.193525873,224.7,0.018797471,88.25,0.187583674
227.5,0.107493918,235.25,0.193525873,224.9,0.018715743,88.35,0.187275339
227.8,0.107455195,235.55,0.193421377,225.25,0.018634014,88.55,0.187082629
228.05,0.10737775,235.9,0.193421377,225.65,0.01859315,88.65,0.186812835
228.25,0.107300305,236.25,0.193316881,225.95,0.018511422,88.85,0.186581583
228.6,0.107261582,236.55,0.193247218,226.25,0.018470558,89,0.18631179
228.75,0.107261582,236.9,0.193212386,226.5,0.018429694,89.15,0.186041996
229.05,0.107184137,237.15,0.193177554,226.85,0.018347966,89.3,0.185810744
229.25,0.107145414,237.45,0.193073058,227.25,0.018266238,89.45,0.185579493
229.55,0.107067969,237.85,0.193038226,227.55,0.01818451,89.65,0.185271157
229.85,0.107029247,238.2,0.193003394,227.8,0.018102782,89.8,0.185039905
230.15,0.106990524,238.55,0.192933731,228.05,0.018102782,89.9,0.184808654
230.45,0.106951801,238.8,0.192898899,228.45,0.018021053,90.05,0.18453886
230.75,0.106874356,239.1,0.192794403,228.7,0.017980189,90.2,0.184269066
230.75,0.106835634,239.45,0.192759571,228.95,0.017898461,90.35,0.183999273
231.25,0.106796911,239.8,0.192759571,229.4,0.017816733,90.55,0.183729479
231.6,0.106719466,240.15,0.192655076,229.65,0.017735005,90.75,0.183459685
231.85,0.106680743,240.45,0.192655076,229.95,0.017735005,90.9,0.183266976
232.15,0.106603298,240.8,0.192585412,230.4,0.017653277,91.1,0.18295864
232.45,0.106564575,241.15,0.19255058,230.75,0.017612413,91.25,0.182727388
232.8,0.106525853,241.5,0.192480916,231.1,0.017571549,91.45,0.182419053
233.15,0.10648713,241.8,0.192446085,231.35,0.017489821,91.6,0.182187801
233.45,0.10648713,242.2,0.192376421,231.8,0.017448957,91.75,0.181956549
233.8,0.106409685,242.55,0.192306757,232.15,0.017367228,91.95,0.181686756
234.1,0.10633224,242.85,0.192237093,232.5,0.0172855,92.15,0.181416962
234.5,0.106293517,243.2,0.192202261,232.85,0.017244636,92.3,0.18118571
234.85,0.106254795,243.65,0.19216743,233.15,0.017203772,92.45,0.180954459
235.15,0.106177349,243.95,0.192132598,233.6,0.017122044,92.65,0.180646123
235.5,0.106138627,244.3,0.192028102,233.85,0.017040316,92.8,0.180414871
235.9,0.106099904,244.7,0.19199327,234.2,0.016999452,93.05,0.18018362
236.25,0.106061182,245.05,0.191923606,234.6,0.016917724,93.2,0.179913826
236.6,0.106022459,245.4,0.191888775,235,0.016835996,93.35,0.179644032
236.85,0.105983737,245.75,0.191784279,235.3,0.016795131,93.6,0.179412781
237.3,0.105906291,246.15,0.191784279,235.8,0.016795131,93.75,0.179181529
237.65,0.105867569,246.55,0.191749447,236.2,0.016713403,93.95,0.178873193
238.1,0.105867569,246.95,0.191714615,236.55,0.016631675,94.1,0.178680484
238.4,0.105828846,247.35,0.19161012,237,0.016549947,94.3,0.17841069
238.8,0.105751401,247.7,0.19161012,237.4,0.016549947,94.5,0.178140896
239.15,0.105712678,248.1,0.191540456,237.85,0.016427355,94.65,0.177909645
239.5,0.105673956,248.55,0.191505624,238.35,0.016427355,94.9,0.177678393
239.9,0.105635233,248.95,0.19143596,238.8,0.016386491,95.1,0.177370057
240.25,0.105596511,249.35,0.19143596,239.15,0.016304763,95.25,0.177138806
240.6,0.105596511,249.8,0.191366297,239.55,0.016263899,95.5,0.176869012
241,0.105519065,250.15,0.191296633,239.95,0.016223035,95.7,0.17663776
241.4,0.105480343,250.55,0.191261801,240.55,0.016141306,95.85,0.176406508
241.75,0.10544162,251,0.191261801,240.9,0.016100442,96.05,0.176098173
242.15,0.10544162,251.4,0.191157305,241.4,0.016059578,96.25,0.175866921
242.5,0.105364175,251.8,0.191087642,241.8,0.01597785,96.45,0.175597128
242.85,0.105364175,252.25,0.191087642,242.25,0.015936986,96.7,0.175404418
243.35,0.105325452,252.6,0.19105281,242.65,0.015896122,96.85,0.175134624
243.7,0.10528673,252.95,0.190983146,243.15,0.015855258,97.05,0.17486483
244.1,0.105248007,253.35,0.190948314,243.65,0.015814394,97.25,0.174595037
244.45,0.105170562,253.85,0.190913482,244.2,0.01577353,97.45,0.174325243
244.85,0.105131839,254.2,0.19087865,244.65,0.015691802,97.65,0.17405545
245.25,0.105093117,254.7,0.190843818,245.15,0.015650938,97.9,0.173824198
245.65,0.105054394,255,0.190843818,245.55,0.015650938,98.1,0.173631488
246.1,0.105015672,255.5,0.190774155,245.95,0.015569209,98.3,0.173361694
246.45,0.104976949,255.95,0.190739323,246.5,0.015528345,98.5,0.173130443
246.9,0.104899504,256.3,0.190669659,246.95,0.015487481,98.75,0.172822107
247.3,0.104899504,256.75,0.190599995,247.35,0.015446617,98.95,0.172590855
247.7,0.104860781,257.15,0.190599995,247.8,0.015364889,99.1,0.172359604
248.1,0.104783336,257.5,0.190565164,248.3,0.015283161,99.4,0.172128352
248.5,0.104744614,257.95,0.190530332,248.75,0.015242297,99.6,0.1718971
248.95,0.104705891,258.4,0.190460668,249.15,0.015242297,99.75,0.171665849
249.3,0.104667168,258.8,0.190425836,249.75,0.015160569,100,0.171434597
249.6,0.104667168,259.2,0.190356172,250.25,0.015119705,100.25,0.171241887
250,0.104628446,259.6,0.19032134,250.7,0.015078841,100.4,0.170933551
250.45,0.104551001,260.05,0.19032134,251.2,0.015037977,100.65,0.170663758
250.85,0.104512278,260.45,0.190251677,251.6,0.014956248,100.9,0.170471048
251.25,0.104434833,260.9,0.190216845,252.2,0.014915384,101.1,0.170162712
251.65,0.104434833,261.25,0.190147181,252.55,0.01487452,101.35,0.169931461
252.05,0.10439611,261.7,0.190112349,253.1,0.014833656,101.5,0.169700209
252.45,0.104318665,262.15,0.190042685,253.6,0.014751928,101.75,0.169468957
252.9,0.10424122,262.55,0.190007854,254.1,0.014711064,102,0.169237706
253.3,0.104163775,262.95,0.189973022,254.6,0.014629336,102.25,0.169006454
253.65,0.104163775,263.45,0.189903358,255.2,0.014588472,102.45,0.168775202
254,0.104086329,263.8,0.189903358,255.7,0.014547608,102.7,0.168505409
254.45,0.104086329,264.25,0.189833694,256.2,0.014506744,102.9,0.168274157
254.9,0.104086329,264.75,0.189764031,256.7,0.01446588,103.15,0.168042905
255.35,0.103970162,265.15,0.189764031,257.15,0.014384152,103.4,0.167811653
255.8,0.103931439,265.55,0.189659535,257.55,0.014302423,103.6,0.167618944
256.15,0.103853994,265.9,0.189624703,258,0.014261559,103.85,0.167310608
256.55,0.103815271,266.25,0.189555039,258.35,0.014179831,104.1,0.167079356
256.95,0.103815271,266.65,0.189520207,258.75,0.014098103,104.4,0.166925189
257.35,0.103737826,267.05,0.189450544,259.25,0.014057239,104.55,0.166655395
257.8,0.103699104,267.45,0.18938088,259.75,0.014016375,104.85,0.166385601
258.15,0.103660381,267.8,0.189346048,260.35,0.013975511,105.05,0.16615435
258.65,0.103660381,268.3,0.189346048,260.85,0.013893783,105.25,0.165884556
259.05,0.103582936,268.7,0.189276384,261.35,0.013852919,105.55,0.165691846
259.5,0.103544213,269.15,0.189206721,261.95,0.013771191,105.75,0.165460594
259.9,0.103505491,269.6,0.189171889,262.6,0.013689462,105.95,0.165190801
260.4,0.103466768,270.05,0.189137057,263.05,0.013689462,106.2,0.164998091
260.75,0.103389323,270.45,0.189067393,263.6,0.013648598,106.45,0.164728297
261.2,0.103389323,270.85,0.189032561,264.05,0.01356687,106.7,0.164497046
261.7,0.1033506,271.4,0.188997729,264.7,0.013526006,106.95,0.164304336
262.1,0.103311878,271.8,0.188928066,265.25,0.013444278,107.2,0.164073084
262.55,0.103273155,272.2,0.188858402,265.75,0.013403414,107.4,0.163880375
263,0.10319571,272.7,0.188858402,266.35,0.013321686,107.7,0.163610581
263.4,0.103118265,273.15,0.18882357,267,0.013239958,107.85,0.163417871
263.8,0.103118265,273.55,0.188753906,267.5,0.013239958,108.2,0.163186619
264.3,0.103118265,274,0.188719074,268.1,0.01315823,108.4,0.16299391
264.8,0.103040819,274.35,0.188719074,268.7,0.01315823,108.65,0.162724116
265.3,0.103002097,274.8,0.188649411,269.25,0.013117365,108.9,0.162492864
265.8,0.102924652,275.25,0.188579747,269.65,0.013035637,109.15,0.162261613
266.05,0.102963374,275.7,0.188579747,270.4,0.012994773,109.5,0.162030361
